websites,Root CA,LastInterCA
fastcodesign.com,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign CloudSSL CA - SHA256 - G3'}"
netfirms.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
producthunt.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
econsultancy.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
u.gg,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
anthropologie.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
digiato.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
kia.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
alberta.ca,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
mediaroom.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
sch.gr,Hellenic Academic and Research Institutions Cert. Authority,"{'C': 'GR', 'O': 'Hellenic Academic and Research Institutions CA', 'CN': 'Greek School Network TLS RSA SubCA R1'}"
artsy.net,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'RapidSSL RSA CA 2018'}"
uzh.ch,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
paytm.in,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
podomatic.com,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
go2cloud.org,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
openculture.com,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
wwd.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
netflix.net,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
colossusssp.com,"The Go Daddy Group, Inc.","{'C': 'US', 'ST': 'Arizona', 'L': 'Scottsdale', 'O': 'GoDaddy.com, Inc.', 'OU': 'http://certs.godaddy.com/repository/', 'CN': 'Go Daddy Secure Certificate Authority - G2'}"
spglobal.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
kit.edu,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
tasteofhome.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
br.de,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
imore.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
db.tt,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 High Assurance Server CA'}"
rs-online.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
androidpolice.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
plala.or.jp,Baltimore,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert TLS RSA SHA256 2020 CA1'}"
fishki.net,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
unicode.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
academic.ru,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'Thawte RSA CA 2018'}"
unibo.it,DigiCert Inc,"{'C': 'NL', 'ST': 'Noord-Holland', 'L': 'Amsterdam', 'O': 'TERENA', 'CN': 'TERENA SSL CA 3'}"
dw.de,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
kinokrad.co,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
nos.nl,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign Extended Validation CA - SHA256 - G3'}"
infolinks.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
f-secure.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
xuite.net,"Chunghwa Telecom Co., Ltd.","{'C': 'TW', 'O': 'Chunghwa Telecom Co., Ltd.', 'OU': 'Public Certification Authority - G2'}"
google.by,GlobalSign,"{'C': 'US', 'O': 'Google Trust Services', 'CN': 'GTS CA 1O1'}"
smartrecruiters.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
tum.de,T-Systems Enterprise Services GmbH,"{'C': 'DE', 'O': 'Verein zur Foerderung eines Deutschen Forschungsnetzes e. V.', 'OU': 'DFN-PKI', 'CN': 'DFN-Verein Global Issuing CA'}"
regnum.ru,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'AlphaSSL CA - SHA256 - G2'}"
ppomppu.co.kr,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
provincial.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
postimage.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
mensjournal.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
shape.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
globalresearch.ca,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
tennessean.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
theweathernetwork.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
secondlife.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
computerhope.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
epson.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust TLS RSA CA G1'}"
cancerresearchuk.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
telenet.be,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign RSA OV SSL CA 2018'}"
arbeitsagentur.de,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Extended Validation Secure Server CA'}"
lapatilla.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
akurat.co,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
ig.com.br,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
ezgif.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
adafruit.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
laleggepertutti.it,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
capterra.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
checkpoint.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
litres.ru,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
unwomen.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
arynews.tv,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
selfridges.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
gsk.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
alaska.gov,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign RSA OV SSL CA 2018'}"
letterboxd.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
europapress.es,The USERTRUST Network,"{'C': 'AT', 'O': 'ZeroSSL', 'CN': 'ZeroSSL RSA Domain Secure Site CA'}"
socialmediaexaminer.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
nextdirect.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
commonsensemedia.org,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
thunderbird.net,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
rae.es,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
zotero.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
makezine.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
cato.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
dickssportinggoods.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Organization Validation Secure Server CA'}"
movieweb.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
rockcontent.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
vivo.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'Secure Site CA G2'}"
amnh.org,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
exe.io,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
like.video,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
researchnow.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
netcoresmartech.com,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'AlphaSSL CA - SHA256 - G2'}"
indystar.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
citationmachine.net,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
tirto.id,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
iaea.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'Thawte RSA CA 2018'}"
nature.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
aafp.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'GeoTrust TLS DV RSA Mixed SHA256 2020 CA-1'}"
rki.de,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
auburn.edu,Comodo CA Limited,"{'C': 'US', 'ST': 'MI', 'L': 'Ann Arbor', 'O': 'Internet2', 'OU': 'InCommon', 'CN': 'InCommon RSA Server CA'}"
bplaced.net,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
townhall.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
france.tv,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
scroll.in,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
freebitco.in,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
bitradez.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
visualcapitalist.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
koreatimes.co.kr,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
nationalacademies.org,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
sqlite.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
kiva.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
sahamyab.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
nearpod.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
liu.se,Comodo CA Limited,"{'C': 'NL', 'O': 'GEANT Vereniging', 'CN': 'GEANT OV RSA CA 4'}"
nbg.gr,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
desmoinesregister.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
pchouse.com.cn,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign RSA OV SSL CA 2018'}"
olx.ro,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
yesky.com,Comodo CA Limited,"{'C': 'CN', 'O': 'WoTrus CA Limited', 'CN': 'WoTrus DV Server CA  [Run by the Issuer]'}"
okstate.edu,Comodo CA Limited,"{'C': 'US', 'ST': 'MI', 'L': 'Ann Arbor', 'O': 'Internet2', 'OU': 'InCommon', 'CN': 'InCommon RSA Server CA'}"
csun.edu,Comodo CA Limited,"{'C': 'US', 'ST': 'MI', 'L': 'Ann Arbor', 'O': 'Internet2', 'OU': 'InCommon', 'CN': 'InCommon RSA Server CA'}"
govtrack.us,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
revjet.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
geico.com,SecureTrust Corporation,"{'C': 'US', 'ST': 'Illinois', 'L': 'Chicago', 'O': 'Trustwave Holdings, Inc.', 'CN': 'Trustwave Organization Validation SHA256 CA, Level 1', 'emailAddress': 'ca@trustwave.com'}"
endclothing.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert ECC Extended Validation Server CA'}"
ul.com,Entrust.net,"{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2012 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1K'}"
blogspot.ru,GlobalSign,"{'C': 'US', 'O': 'Google Trust Services', 'CN': 'GTS CA 1O1'}"
bancobai.ao,"Entrust, Inc.","{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2014 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1M'}"
nationalgeographic.org,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
tinkercad.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert Global G2 TLS RSA SHA256 2020 CA1'}"
homes.co.jp,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
timesnownews.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
mega.co.nz,The USERTRUST Network,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
netlify.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
dangbei.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust CN RSA CA G1'}"
gleam.io,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
utwente.nl,Comodo CA Limited,"{'C': 'NL', 'O': 'GEANT Vereniging', 'CN': 'GEANT OV RSA CA 4'}"
bing.net,Baltimore,"{'C': 'US', 'O': 'Microsoft Corporation', 'CN': 'Microsoft RSA TLS CA 01'}"
uib.no,Comodo CA Limited,"{'C': 'NL', 'O': 'GEANT Vereniging', 'CN': 'GEANT OV RSA CA 4'}"
bom.gov.au,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
allure.com,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign CloudSSL CA - SHA256 - G3'}"
smu.edu,Comodo CA Limited,"{'C': 'US', 'ST': 'MI', 'L': 'Ann Arbor', 'O': 'Internet2', 'OU': 'InCommon', 'CN': 'InCommon RSA Server CA'}"
ximalaya.com,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign RSA OV SSL CA 2018'}"
prada.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
supersonic.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
gigabyte.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
friv.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
nta.go.jp,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign GCC R3 DV TLS CA 2020'}"
mindbodygreen.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
etrade.com,COMODO CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'COMODO CA Limited', 'CN': 'COMODO RSA Extended Validation Secure Server CA'}"
sport.es,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign CloudSSL CA - SHA256 - G3'}"
slideserve.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
auspost.com.au,"Entrust, Inc.","{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2014 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1M'}"
tim.it,The USERTRUST Network,"{'C': 'IT', 'ST': 'Roma', 'L': 'Pomezia', 'O': 'TI Trust Technologies S.R.L.', 'CN': 'TI Trust Technologies OV CA'}"
dailywire.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
capgemini.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
dispatch.com,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
expressvpn.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
jpmorgan.com,"Entrust, Inc.","{'C': 'US', 'O': 'Entrust, Inc.', 'OU': '(c) 2014 Entrust, Inc. - for authorized use only', 'CN': 'Entrust Certification Authority - L1M'}"
xm.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert TLS RSA SHA256 2020 CA1'}"
sonora.id,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
elnabaa.net,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
splcenter.org,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
eventbrite.ca,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 High Assurance Server CA'}"
diplo.de,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign ECC OV SSL CA 2018'}"
ello.co,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'Sectigo Limited', 'CN': 'Sectigo RSA Domain Validation Secure Server CA'}"
boe.es,The USERTRUST Network,"{'C': 'US', 'ST': 'New Jersey', 'L': 'Jersey City', 'O': 'The USERTRUST Network', 'CN': 'USERTrust RSA Certification Authority'}"
sat.gob.mx,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'DigiCert SHA2 Secure Server CA'}"
admitad.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust EV RSA CA 2018'}"
i.ua,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
gdy.com,GlobalSign nv-sa,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'AlphaSSL CA - SHA256 - G2'}"
wbs-law.de,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'Encryption Everywhere DV TLS CA - G1'}"
thehindubusinessline.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
activehosted.com,Comodo CA Limited,"{'C': 'GB', 'ST': 'Greater Manchester', 'L': 'Salford', 'O': 'COMODO CA Limited', 'CN': 'COMODO ECC Domain Validation Secure Server CA 2'}"
threadless.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'GeoTrust RSA CA 2018'}"
qualys.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'DigiCert SHA2 Extended Validation Server CA'}"
mediaite.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
dr.dk,GlobalSign,"{'C': 'BE', 'O': 'GlobalSign nv-sa', 'CN': 'GlobalSign RSA OV SSL CA 2018'}"
invisionapp.com,"Starfield Technologies, Inc.","{'C': 'US', 'O': 'Amazon', 'OU': 'Server CA 1B', 'CN': 'Amazon'}"
electrek.co,Digital Signature Trust Co.,"{'C': 'US', 'O': ""Let's Encrypt"", 'CN': 'R3'}"
4channel.org,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
sjsu.edu,AddTrust AB,"{'C': 'US', 'ST': 'MI', 'L': 'Ann Arbor', 'O': 'Internet2', 'OU': 'InCommon', 'CN': 'InCommon RSA Server CA'}"
rmit.edu.au,QuoVadis Limited,"{'C': 'BM', 'O': 'QuoVadis Limited', 'CN': 'QuoVadis Global SSL ICA G3'}"
labirint.ru,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'OU': 'www.digicert.com', 'CN': 'Thawte RSA CA 2018'}"
ifeng.com,DigiCert Inc,"{'C': 'US', 'O': 'DigiCert Inc', 'CN': 'GeoTrust RSA CN CA G2'}"
smartinsights.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
coinpayu.com,Baltimore,"{'C': 'US', 'O': 'Cloudflare, Inc.', 'CN': 'Cloudflare Inc ECC CA-3'}"
